work_order_id,asset_id,work_type,priority,created_date,sla_due_date,completed_date,status,estimated_hours,required_skill
WO-0000671,AST-00171,Preventive,Medium,2024-09-28,2024-10-08,2024-09-28,Completed,4.4,breaker
WO-0001003,AST-00257,Preventive,Medium,2024-09-28,2024-10-08,2024-09-28,Completed,4.3,third_rail
WO-0002761,AST-00703,Preventive,Medium,2024-09-28,2024-10-08,2024-09-28,Completed,4.7,power
WO-0002968,AST-00754,Preventive,Medium,2024-09-28,2024-10-08,2024-09-29,Completed,3.7,cable
WO-0003401,AST-00860,Preventive,Medium,2024-09-28,2024-10-08,2024-10-02,Completed,7.8,cable
WO-0004545,AST-00394,Corrective,Medium,2024-09-28,2024-10-08,2024-10-03,Completed,7.8,cable
WO-0005169,AST-00842,Corrective,High,2024-09-28,2024-10-03,2024-10-02,Completed,7.6,third_rail
WO-0005445,AST-00097,Corrective,High,2024-09-28,2024-10-03,2024-09-30,Completed,2.0,breaker
WO-0005482,AST-00143,Corrective,Medium,2024-09-28,2024-10-08,2024-09-28,Completed,2.5,third_rail
WO-0005572,AST-00240,Corrective,Medium,2024-09-28,2024-10-08,2024-09-28,Completed,7.3,power
WO-0005630,AST-00344,Corrective,Medium,2024-09-28,2024-10-08,2024-09-30,Completed,5.1,cable
WO-0005690,AST-00429,Corrective,Medium,2024-09-28,2024-10-08,2024-10-05,Completed,5.5,power
WO-0005792,AST-00617,Corrective,Medium,2024-09-28,2024-10-08,2024-09-29,Completed,4.0,cable
WO-0005822,AST-00649,Corrective,Medium,2024-09-28,2024-10-08,2024-10-10,Completed,5.5,cable
WO-0005828,AST-00653,Corrective,Medium,2024-09-28,2024-10-08,2024-09-30,Completed,6.4,cable
WO-0005874,AST-00710,Corrective,Medium,2024-09-28,2024-10-08,2024-09-30,Completed,3.5,cable
WO-0006006,AST-00880,Corrective,High,2024-09-28,2024-10-03,2024-10-06,Completed,6.4,cable
WO-0006030,AST-00902,Corrective,Medium,2024-09-28,2024-10-08,2024-10-10,Completed,4.9,breaker
WO-0006090,AST-00984,Corrective,Medium,2024-09-28,2024-10-08,2024-10-03,Completed,6.1,cable
WO-0001890,AST-00483,Preventive,Medium,2024-09-29,2024-10-09,2024-10-01,Completed,3.8,cable
WO-0002191,AST-00561,Preventive,Medium,2024-09-29,2024-10-09,2024-09-30,Completed,3.3,power
WO-0002678,AST-00682,Preventive,Medium,2024-09-29,2024-10-09,2024-09-30,Completed,3.7,breaker
WO-0002963,AST-00753,Preventive,Medium,2024-09-29,2024-10-09,2024-09-30,Completed,1.7,breaker
WO-0003965,AST-00997,Preventive,Medium,2024-09-29,2024-10-09,2024-09-30,Completed,3.1,cable
WO-0004843,AST-00616,Corrective,High,2024-09-29,2024-10-04,2024-10-05,Completed,8.4,cable
WO-0005281,AST-00918,Corrective,High,2024-09-29,2024-10-04,2024-10-07,Completed,8.2,power
WO-0005471,AST-00131,Corrective,Medium,2024-09-29,2024-10-09,2024-10-01,Completed,8.9,power
WO-0005612,AST-00296,Corrective,Medium,2024-09-29,2024-10-09,2024-10-09,Completed,9.5,third_rail
WO-0005703,AST-00471,Corrective,Medium,2024-09-29,2024-10-09,2024-10-02,Completed,10.1,cable
WO-0005750,AST-00557,Corrective,Medium,2024-09-29,2024-10-09,2024-10-01,Completed,2.1,breaker
WO-0005803,AST-00624,Corrective,Medium,2024-09-29,2024-10-09,2024-10-06,Completed,6.6,cable
WO-0005846,AST-00675,Corrective,Medium,2024-09-29,2024-10-09,2024-10-02,Completed,7.4,cable
WO-0005868,AST-00707,Corrective,Medium,2024-09-29,2024-10-09,2024-10-05,Completed,5.5,third_rail
WO-0005969,AST-00837,Corrective,Medium,2024-09-29,2024-10-09,2024-09-29,Completed,6.5,third_rail
WO-0005990,AST-00869,Corrective,Medium,2024-09-29,2024-10-09,2024-10-01,Completed,5.0,power
WO-0006048,AST-00919,Corrective,Medium,2024-09-29,2024-10-09,2024-10-01,Completed,5.1,breaker
WO-0000163,AST-00043,Preventive,Medium,2024-09-30,2024-10-10,2024-10-02,Completed,5.5,cable
WO-0000208,AST-00053,Preventive,Medium,2024-09-30,2024-10-10,2024-09-30,Completed,4.2,third_rail
WO-0000700,AST-00179,Preventive,Medium,2024-09-30,2024-10-10,2024-10-02,Completed,5.0,third_rail
WO-0001679,AST-00428,Preventive,Medium,2024-09-30,2024-10-10,2024-09-30,Completed,4.5,third_rail
WO-0005465,AST-00117,Corrective,High,2024-09-30,2024-10-05,2024-10-05,Completed,6.2,third_rail
WO-0005699,AST-00449,Corrective,Medium,2024-09-30,2024-10-10,2024-10-05,Completed,5.1,power
WO-0005835,AST-00668,Corrective,Medium,2024-09-30,2024-10-10,2024-10-08,Completed,7.3,third_rail
WO-0005916,AST-00770,Corrective,High,2024-09-30,2024-10-05,2024-09-30,Completed,2.1,cable
WO-0001125,AST-00289,Preventive,Medium,2024-10-01,2024-10-11,2024-10-06,Completed,3.4,cable
WO-0002008,AST-00516,Preventive,Medium,2024-10-01,2024-10-11,2024-10-06,Completed,4.2,power
WO-0002180,AST-00559,Preventive,Medium,2024-10-01,2024-10-11,2024-10-03,Completed,7.2,cable
WO-0003633,AST-00914,Preventive,Medium,2024-10-01,2024-10-11,2024-10-13,Completed,2.7,third_rail
WO-0004117,AST-00103,Corrective,Medium,2024-10-01,2024-10-11,2024-10-03,Completed,2.9,breaker
WO-0005514,AST-00166,Corrective,Medium,2024-10-01,2024-10-11,2024-10-03,Completed,7.5,breaker
WO-0005568,AST-00231,Corrective,Medium,2024-10-01,2024-10-11,2024-10-01,Completed,5.7,power
WO-0005640,AST-00353,Corrective,Medium,2024-10-01,2024-10-11,2024-10-07,Completed,7.8,cable
WO-0005883,AST-00721,Corrective,Medium,2024-10-01,2024-10-11,2024-10-02,Completed,8.4,cable
WO-0005939,AST-00797,Corrective,Medium,2024-10-01,2024-10-11,2024-10-03,Completed,4.7,power
WO-0001053,AST-00270,Preventive,Medium,2024-10-02,2024-10-12,2024-10-04,Completed,3.7,power
WO-0002828,AST-00719,Preventive,Medium,2024-10-02,2024-10-12,2024-10-05,Completed,3.0,cable
WO-0004007,AST-00020,Corrective,Medium,2024-10-02,2024-10-12,2024-10-11,Completed,8.4,cable
WO-0004707,AST-00513,Corrective,High,2024-10-02,2024-10-07,2024-10-07,Completed,5.6,power
WO-0005424,AST-00068,Corrective,High,2024-10-02,2024-10-07,2024-10-05,Completed,5.9,breaker
WO-0005486,AST-00148,Corrective,Medium,2024-10-02,2024-10-12,2024-10-08,Completed,6.8,cable
WO-0005549,AST-00208,Corrective,Medium,2024-10-02,2024-10-12,2024-10-07,Completed,2.0,cable
WO-0005586,AST-00260,Corrective,High,2024-10-02,2024-10-07,2024-10-06,Completed,5.5,cable
WO-0005600,AST-00284,Corrective,Medium,2024-10-02,2024-10-12,2024-10-02,Completed,5.3,breaker
WO-0005662,AST-00388,Corrective,Medium,2024-10-02,2024-10-12,2024-10-02,Completed,5.6,third_rail
WO-0005727,AST-00533,Corrective,Medium,2024-10-02,2024-10-12,2024-10-03,Completed,4.5,breaker
WO-0005732,AST-00536,Corrective,High,2024-10-02,2024-10-07,2024-10-06,Completed,4.5,breaker
WO-0005774,AST-00589,Corrective,Medium,2024-10-02,2024-10-12,2024-10-07,Completed,6.6,breaker
WO-0005788,AST-00611,Corrective,Medium,2024-10-02,2024-10-12,2024-10-04,Completed,6.3,cable
WO-0005810,AST-00627,Corrective,High,2024-10-02,2024-10-07,2024-10-05,Completed,6.2,third_rail
WO-0005910,AST-00757,Corrective,High,2024-10-02,2024-10-07,2024-10-04,Completed,3.5,breaker
WO-0005962,AST-00818,Corrective,Medium,2024-10-02,2024-10-12,2024-10-04,Completed,6.4,cable
WO-0005992,AST-00872,Corrective,Medium,2024-10-02,2024-10-12,2024-10-06,Completed,5.1,power
WO-0006037,AST-00906,Corrective,High,2024-10-02,2024-10-07,2024-10-08,Completed,8.5,cable
WO-0000433,AST-00112,Preventive,Medium,2024-10-03,2024-10-13,2024-10-04,Completed,4.0,breaker
WO-0000964,AST-00247,Preventive,Medium,2024-10-03,2024-10-13,2024-10-04,Completed,3.6,cable
WO-0001237,AST-00317,Preventive,Medium,2024-10-03,2024-10-13,2024-10-03,Completed,7.4,breaker
WO-0001346,AST-00346,Preventive,Medium,2024-10-03,2024-10-13,2024-10-14,Completed,5.0,third_rail
WO-0001721,AST-00439,Preventive,Medium,2024-10-03,2024-10-13,2024-10-08,Completed,1.6,cable
WO-0003734,AST-00940,Preventive,Medium,2024-10-03,2024-10-13,2024-10-10,Completed,4.5,power
WO-0003795,AST-00956,Preventive,Medium,2024-10-03,2024-10-13,2024-10-05,Completed,6.5,third_rail
WO-0004130,AST-00113,Corrective,High,2024-10-03,2024-10-08,2024-10-03,Completed,8.4,breaker
WO-0004690,AST-00503,Corrective,Critical,2024-10-03,2024-10-05,2024-10-07,Completed,7.0,third_rail
WO-0004855,AST-00624,Corrective,High,2024-10-03,2024-10-08,2024-10-03,Completed,5.6,cable
WO-0000544,AST-00141,Preventive,Medium,2024-10-04,2024-10-14,2024-10-09,Completed,4.8,cable
WO-0001303,AST-00333,Preventive,Medium,2024-10-04,2024-10-14,2024-10-06,Completed,5.5,cable
WO-0002313,AST-00592,Preventive,Medium,2024-10-04,2024-10-14,2024-10-08,Completed,5.2,cable
WO-0003862,AST-00972,Preventive,Medium,2024-10-04,2024-10-14,2024-10-11,Completed,7.0,power
WO-0003899,AST-00982,Preventive,Medium,2024-10-04,2024-10-14,2024-10-11,Completed,4.7,third_rail
WO-0004009,AST-00022,Corrective,Medium,2024-10-04,2024-10-14,2024-10-10,Completed,8.8,breaker
WO-0004421,AST-00305,Corrective,Medium,2024-10-04,2024-10-14,2024-10-05,Completed,6.5,third_rail
WO-0004578,AST-00423,Corrective,Medium,2024-10-04,2024-10-14,2024-10-05,Completed,7.8,power
WO-0005188,AST-00852,Corrective,Medium,2024-10-04,2024-10-14,2024-10-04,Completed,6.4,breaker
WO-0000293,AST-00075,Preventive,Medium,2024-10-05,2024-10-15,2024-10-06,Completed,4.2,power
WO-0000339,AST-00086,Preventive,Medium,2024-10-05,2024-10-15,2024-10-06,Completed,4.1,power
WO-0001272,AST-00326,Preventive,Medium,2024-10-05,2024-10-15,2024-10-10,Completed,7.0,cable
WO-0002728,AST-00695,Preventive,Medium,2024-10-05,2024-10-15,2024-10-07,Completed,3.7,third_rail
WO-0003163,AST-00806,Preventive,Medium,2024-10-05,2024-10-15,2024-10-09,Completed,8.1,power
WO-0003239,AST-00824,Preventive,Medium,2024-10-05,2024-10-15,2024-10-08,Completed,3.8,cable
WO-0003961,AST-00996,Preventive,Medium,2024-10-05,2024-10-15,2024-10-11,Completed,6.6,cable
WO-0004966,AST-00705,Corrective,High,2024-10-05,2024-10-10,2024-10-06,Completed,7.1,breaker
WO-0000366,AST-00094,Preventive,Medium,2024-10-06,2024-10-16,2024-10-06,Completed,2.5,breaker
WO-0004542,AST-00393,Corrective,Medium,2024-10-06,2024-10-16,2024-10-08,Completed,6.9,cable
WO-0005116,AST-00814,Corrective,High,2024-10-06,2024-10-11,2024-10-08,Completed,2.0,cable
WO-0005137,AST-00827,Corrective,Medium,2024-10-06,2024-10-16,2024-10-08,Completed,6.8,cable
WO-0005387,AST-00999,Corrective,Medium,2024-10-06,2024-10-16,2024-10-18,Completed,9.8,third_rail
WO-0003390,AST-00858,Preventive,Medium,2024-10-07,2024-10-17,2024-10-08,Completed,4.8,third_rail
WO-0003747,AST-00943,Preventive,Medium,2024-10-07,2024-10-17,2024-10-08,Completed,6.0,power
WO-0003807,AST-00959,Preventive,Medium,2024-10-07,2024-10-17,2024-10-10,Completed,6.2,cable
WO-0004467,AST-00342,Corrective,Medium,2024-10-07,2024-10-17,2024-10-08,Completed,5.3,third_rail
WO-0005277,AST-00917,Corrective,High,2024-10-07,2024-10-12,2024-10-09,Completed,6.1,power
WO-0001542,AST-00395,Preventive,Medium,2024-10-08,2024-10-18,2024-10-21,Completed,3.5,power
WO-0002722,AST-00693,Preventive,Medium,2024-10-08,2024-10-18,2024-10-12,Completed,2.6,breaker
WO-0000061,AST-00018,Preventive,Medium,2024-10-09,2024-10-19,2024-10-11,Completed,4.8,power
WO-0001410,AST-00362,Preventive,Medium,2024-10-09,2024-10-19,2024-10-11,Completed,7.0,power
WO-0002084,AST-00536,Preventive,Medium,2024-10-09,2024-10-19,2024-10-11,Completed,6.2,breaker
WO-0002691,AST-00685,Preventive,Medium,2024-10-09,2024-10-19,2024-10-12,Completed,5.5,cable
WO-0004880,AST-00652,Corrective,High,2024-10-09,2024-10-14,2024-10-13,Completed,7.6,third_rail
WO-0004911,AST-00671,Corrective,High,2024-10-09,2024-10-14,2024-10-14,Completed,3.5,power
WO-0002812,AST-00716,Preventive,Medium,2024-10-10,2024-10-20,2024-10-11,Completed,5.1,breaker
WO-0002953,AST-00751,Preventive,Medium,2024-10-10,2024-10-20,2024-10-10,Completed,4.7,breaker
WO-0003020,AST-00769,Preventive,Medium,2024-10-10,2024-10-20,2024-10-19,Completed,4.5,power
WO-0003558,AST-00897,Preventive,Medium,2024-10-10,2024-10-20,2024-10-14,Completed,4.5,breaker
WO-0004269,AST-00201,Corrective,High,2024-10-10,2024-10-15,2024-10-11,Completed,4.3,third_rail
WO-0004466,AST-00341,Corrective,High,2024-10-10,2024-10-15,2024-10-16,Completed,5.2,power
WO-0004929,AST-00677,Corrective,Medium,2024-10-10,2024-10-20,2024-10-15,Completed,4.3,third_rail
WO-0000548,AST-00142,Preventive,Medium,2024-10-11,2024-10-21,2024-10-14,Completed,3.6,cable
WO-0003090,AST-00787,Preventive,Medium,2024-10-11,2024-10-21,2024-10-17,Completed,5.9,third_rail
WO-0004401,AST-00289,Corrective,Medium,2024-10-11,2024-10-21,2024-10-14,Completed,6.8,cable
WO-0005130,AST-00825,Corrective,High,2024-10-11,2024-10-16,2024-10-12,Completed,5.0,third_rail
WO-0001537,AST-00394,Preventive,Medium,2024-10-12,2024-10-22,2024-10-13,Completed,4.1,cable
WO-0001858,AST-00474,Preventive,Medium,2024-10-12,2024-10-22,2024-10-12,Completed,4.3,power
WO-0002120,AST-00544,Preventive,Medium,2024-10-12,2024-10-22,2024-10-14,Completed,1.5,third_rail
WO-0003887,AST-00979,Preventive,Medium,2024-10-12,2024-10-22,2024-10-14,Completed,6.9,cable
WO-0004288,AST-00212,Corrective,Medium,2024-10-12,2024-10-22,2024-10-15,Completed,8.4,cable
WO-0005103,AST-00806,Corrective,Medium,2024-10-12,2024-10-22,2024-10-18,Completed,4.8,power
WO-0000309,AST-00079,Preventive,Medium,2024-10-13,2024-10-23,2024-10-19,Completed,6.4,cable
WO-0001109,AST-00285,Preventive,Medium,2024-10-13,2024-10-23,2024-10-22,Completed,4.3,cable
WO-0002934,AST-00747,Preventive,Medium,2024-10-13,2024-10-23,2024-10-15,Completed,4.8,breaker
WO-0004194,AST-00146,Corrective,Medium,2024-10-13,2024-10-23,2024-10-26,Completed,8.5,breaker
WO-0001490,AST-00380,Preventive,Medium,2024-10-14,2024-10-24,2024-10-16,Completed,3.6,cable
WO-0002605,AST-00665,Preventive,Medium,2024-10-14,2024-10-24,2024-10-16,Completed,3.9,breaker
WO-0003197,AST-00814,Preventive,Medium,2024-10-14,2024-10-24,2024-10-17,Completed,5.1,cable
WO-0003919,AST-00986,Preventive,Medium,2024-10-14,2024-10-24,2024-10-20,Completed,4.4,third_rail
WO-0004268,AST-00201,Corrective,Medium,2024-10-14,2024-10-24,2024-10-21,Completed,5.6,third_rail
WO-0004600,AST-00445,Corrective,Medium,2024-10-14,2024-10-24,2024-10-16,Completed,7.1,breaker
WO-0004959,AST-00698,Corrective,High,2024-10-14,2024-10-19,2024-10-17,Completed,4.5,cable
WO-0004979,AST-00715,Corrective,Medium,2024-10-14,2024-10-24,2024-10-16,Completed,5.5,third_rail
WO-0000442,AST-00114,Preventive,Medium,2024-10-15,2024-10-25,2024-10-18,Completed,5.9,cable
WO-0002612,AST-00667,Preventive,Medium,2024-10-15,2024-10-25,2024-10-23,Completed,6.0,third_rail
WO-0003587,AST-00903,Preventive,Medium,2024-10-15,2024-10-25,2024-10-19,Completed,4.8,power
WO-0003687,AST-00928,Preventive,Medium,2024-10-15,2024-10-25,2024-10-15,Completed,3.0,third_rail
WO-0000034,AST-00010,Preventive,Medium,2024-10-16,2024-10-26,2024-10-21,Completed,4.9,cable
WO-0000321,AST-00082,Preventive,Medium,2024-10-16,2024-10-26,2024-10-16,Completed,3.0,cable
WO-0000504,AST-00131,Preventive,Medium,2024-10-16,2024-10-26,2024-10-28,Completed,4.6,power
WO-0000695,AST-00178,Preventive,Medium,2024-10-16,2024-10-26,2024-10-20,Completed,5.3,third_rail
WO-0001817,AST-00463,Preventive,Medium,2024-10-16,2024-10-26,2024-10-17,Completed,6.1,third_rail
WO-0003372,AST-00854,Preventive,Medium,2024-10-16,2024-10-26,2024-10-18,Completed,4.6,third_rail
WO-0005019,AST-00743,Corrective,Critical,2024-10-16,2024-10-18,2024-10-17,Completed,6.9,third_rail
WO-0005368,AST-00983,Corrective,High,2024-10-16,2024-10-21,2024-10-19,Completed,5.9,cable
WO-0000880,AST-00225,Preventive,Medium,2024-10-17,2024-10-27,2024-10-18,Completed,4.8,breaker
WO-0001972,AST-00507,Preventive,Medium,2024-10-17,2024-10-27,2024-10-18,Completed,3.8,breaker
WO-0002658,AST-00678,Preventive,Medium,2024-10-17,2024-10-27,2024-10-17,Completed,7.6,cable
WO-0003469,AST-00877,Preventive,Medium,2024-10-17,2024-10-27,2024-10-29,Completed,6.8,breaker
WO-0005114,AST-00814,Corrective,Medium,2024-10-17,2024-10-27,2024-10-20,Completed,6.3,cable
WO-0001887,AST-00482,Preventive,Medium,2024-10-18,2024-10-28,2024-10-21,Completed,3.3,breaker
WO-0002343,AST-00598,Preventive,Medium,2024-10-18,2024-10-28,2024-10-19,Completed,4.2,cable
WO-0003357,AST-00851,Preventive,Medium,2024-10-18,2024-10-28,2024-10-22,Completed,6.3,power
WO-0000067,AST-00020,Preventive,Medium,2024-10-19,2024-10-29,2024-10-24,Completed,7.3,cable
WO-0000473,AST-00122,Preventive,Medium,2024-10-19,2024-10-29,2024-10-21,Completed,4.8,cable
WO-0001996,AST-00513,Preventive,Medium,2024-10-19,2024-10-29,2024-10-20,Completed,4.2,power
WO-0003703,AST-00932,Preventive,Medium,2024-10-19,2024-10-29,2024-10-24,Completed,5.4,breaker
WO-0003282,AST-00833,Preventive,Medium,2024-10-20,2024-10-30,2024-10-29,Completed,5.5,breaker
WO-0004302,AST-00220,Corrective,Critical,2024-10-20,2024-10-22,2024-10-20,Completed,10.2,breaker
WO-0004446,AST-00320,Corrective,Medium,2024-10-20,2024-10-30,2024-10-21,Completed,4.6,third_rail
WO-0004531,AST-00383,Corrective,Medium,2024-10-20,2024-10-30,2024-11-05,Completed,8.0,third_rail
WO-0005301,AST-00931,Corrective,Medium,2024-10-20,2024-10-30,2024-10-22,Completed,7.2,breaker
WO-0002244,AST-00575,Preventive,Medium,2024-10-21,2024-10-31,2024-10-24,Completed,2.8,third_rail
WO-0003410,AST-00862,Preventive,Medium,2024-10-21,2024-10-31,2024-10-25,Completed,4.8,cable
WO-0003539,AST-00892,Preventive,Medium,2024-10-21,2024-10-31,2024-10-22,Completed,6.1,third_rail
WO-0004234,AST-00170,Corrective,Medium,2024-10-21,2024-10-31,2024-10-23,Completed,5.4,third_rail
WO-0005081,AST-00790,Corrective,Medium,2024-10-21,2024-10-31,2024-10-26,Completed,6.8,cable
WO-0000437,AST-00113,Preventive,Medium,2024-10-22,2024-11-01,2024-10-24,Completed,4.4,breaker
WO-0000468,AST-00121,Preventive,Medium,2024-10-22,2024-11-01,2024-10-23,Completed,3.2,cable
WO-0001252,AST-00321,Preventive,Medium,2024-10-22,2024-11-01,2024-10-22,Completed,6.9,third_rail
WO-0001884,AST-00481,Preventive,Medium,2024-10-22,2024-11-01,2024-10-24,Completed,7.1,cable
WO-0004751,AST-00547,Corrective,High,2024-10-22,2024-10-27,2024-10-23,Completed,5.3,breaker
WO-0005050,AST-00767,Corrective,High,2024-10-22,2024-10-27,2024-10-22,Completed,4.7,breaker
WO-0000954,AST-00245,Preventive,Medium,2024-10-23,2024-11-02,2024-10-27,Completed,8.4,cable
WO-0001457,AST-00372,Preventive,Medium,2024-10-23,2024-11-02,2024-10-25,Completed,8.0,breaker
WO-0004228,AST-00168,Corrective,Critical,2024-10-23,2024-10-25,2024-10-25,Completed,5.0,third_rail
WO-0000454,AST-00118,Preventive,Medium,2024-10-24,2024-11-03,2024-11-01,Completed,2.6,cable
WO-0000875,AST-00224,Preventive,Medium,2024-10-24,2024-11-03,2024-10-31,Completed,2.5,third_rail
WO-0001440,AST-00368,Preventive,Medium,2024-10-24,2024-11-03,2024-10-24,Completed,1.7,cable
WO-0002210,AST-00567,Preventive,Medium,2024-10-24,2024-11-03,2024-10-31,Completed,3.9,third_rail
WO-0005234,AST-00880,Corrective,Medium,2024-10-25,2024-11-04,2024-10-26,Completed,6.7,cable
WO-0000029,AST-00008,Preventive,Medium,2024-10-26,2024-11-05,2024-11-03,Completed,6.9,third_rail
WO-0001212,AST-00311,Preventive,Medium,2024-10-26,2024-11-05,2024-10-28,Completed,4.5,cable
WO-0001967,AST-00506,Preventive,Medium,2024-10-26,2024-11-05,2024-10-26,Completed,5.6,third_rail
WO-0002036,AST-00523,Preventive,Medium,2024-10-26,2024-11-05,2024-10-31,Completed,3.5,power
WO-0002859,AST-00728,Preventive,Medium,2024-10-26,2024-11-05,2024-10-27,Completed,7.0,power
WO-0003722,AST-00937,Preventive,Medium,2024-10-26,2024-11-05,2024-10-27,Completed,3.3,third_rail
WO-0004010,AST-00023,Corrective,High,2024-10-26,2024-10-31,2024-10-28,Completed,7.7,third_rail
WO-0005351,AST-00969,Corrective,Medium,2024-10-26,2024-11-05,2024-10-27,Completed,8.0,cable
WO-0000027,AST-00007,Preventive,Medium,2024-10-27,2024-11-06,2024-10-28,Completed,6.6,third_rail
WO-0000088,AST-00024,Preventive,Medium,2024-10-27,2024-11-06,2024-10-29,Completed,9.6,third_rail
WO-0002061,AST-00531,Preventive,Medium,2024-10-27,2024-11-06,2024-10-29,Completed,5.0,cable
WO-0002385,AST-00609,Preventive,Medium,2024-10-27,2024-11-06,2024-11-01,Completed,4.2,cable
WO-0003134,AST-00799,Preventive,Medium,2024-10-27,2024-11-06,2024-10-29,Completed,4.2,cable
WO-0003455,AST-00873,Preventive,Medium,2024-10-27,2024-11-06,2024-10-28,Completed,6.1,third_rail
WO-0003548,AST-00894,Preventive,Medium,2024-10-27,2024-11-06,2024-10-30,Completed,4.0,power
WO-0000084,AST-00023,Preventive,Medium,2024-10-28,2024-11-07,2024-11-01,Completed,4.6,third_rail
WO-0001596,AST-00407,Preventive,Medium,2024-10-28,2024-11-07,2024-10-29,Completed,4.8,breaker
WO-0002631,AST-00671,Preventive,Medium,2024-10-28,2024-11-07,2024-10-28,Completed,6.3,power
WO-0003883,AST-00978,Preventive,Medium,2024-10-28,2024-11-07,2024-10-29,Completed,2.9,cable
WO-0004643,AST-00464,Corrective,High,2024-10-28,2024-11-02,2024-10-29,Completed,7.4,breaker
WO-0001632,AST-00417,Preventive,Medium,2024-10-29,2024-11-08,2024-11-02,Completed,7.4,power
WO-0001743,AST-00444,Preventive,Medium,2024-10-29,2024-11-08,2024-11-02,Completed,3.6,breaker
WO-0002747,AST-00699,Preventive,Medium,2024-10-29,2024-11-08,2024-11-05,Completed,5.5,cable
WO-0000755,AST-00193,Preventive,Medium,2024-10-30,2024-11-09,2024-11-05,Completed,6.0,power
WO-0001931,AST-00496,Preventive,Medium,2024-10-30,2024-11-09,2024-10-31,Completed,4.7,cable
WO-0002626,AST-00670,Preventive,Medium,2024-10-30,2024-11-09,2024-11-02,Completed,3.1,cable
WO-0003697,AST-00930,Preventive,Medium,2024-10-30,2024-11-09,2024-10-31,Completed,3.2,cable
WO-0003818,AST-00962,Preventive,Medium,2024-10-30,2024-11-09,2024-11-01,Completed,5.8,cable
WO-0004672,AST-00492,Corrective,High,2024-10-30,2024-11-04,2024-11-01,Completed,6.2,cable
WO-0000640,AST-00164,Preventive,Medium,2024-10-31,2024-11-10,2024-11-05,Completed,6.7,power
